Topic,SubTopic,S.No,Question Name,Question Link,Java Solution
Bitwise,Bitwise properties,1,Check if ith bit set or not,https://practice.geeksforgeeks.org/problems/check-whether-k-th-bit-is-set-or-not-1587115620/1,./src/main/java/Bitwise/BitSetOrNot.java
Bitwise,Bitwise properties,2,Number of 1 bits,https://leetcode.com/problems/number-of-1-bits/,./src/main/java/Bitwise/NumberOfSetBits.java
Bitwise,Bitwise properties,3,Counting Bits,https://leetcode.com/problems/counting-bits/,./src/main/java/Bitwise/CountingBits.java
Bitwise,Bitwise properties,4,Reverse Bits,https://leetcode.com/problems/reverse-bits/,./src/main/java/Bitwise/ReverseBits.java
Bitwise,Bitwise properties,5,Say N is odd/even,https://practice.geeksforgeeks.org/problems/odd-or-even3618/1,./src/main/java/Bitwise/EvenOrOdd.java
Bitwise,Bitwise properties,6,Swap all odd and even bits,https://practice.geeksforgeeks.org/problems/swap-all-odd-and-even-bits-1587115621/1,./src/main/java/Bitwise/PowerSet.java
Bitwise,Bitwise properties,7,Longest Consecutive 1's,https://practice.geeksforgeeks.org/problems/longest-consecutive-1s-1587115620/1,./src/main/java/Bitwise/PowerSet.java
Bitwise,Bitwise properties,8,Sparse Number,https://practice.geeksforgeeks.org/problems/number-is-sparse-or-not-1587115620/1,./src/main/java/Bitwise/PowerSet.java
Bitwise,Bitwise properties,9,Extract/Set/Clear/Remove,https://www.geeksforgeeks.org/set-clear-and-toggle-a-given-bit-of-a-number-in-c/,./src/main/java/Bitwise/
Bitwise,Bitwise properties,10,Check if a no is a power of 2,https://practice.geeksforgeeks.org/problems/power-of-2-1587115620/1,./src/main/java/Bitwise/PowerOf2OrNot.java
Bitwise,Bitwise properties,11,Copy set bits in a range,https://www.geeksforgeeks.org/copy-set-bits-in-a-range/,https://www.geeksforgeeks.org/copy-set-bits-in-a-range
Bitwise,Bitwise properties,12,Complement of base 10 number,https://leetcode.com/problems/complement-of-base-10-integer,./src/main/java/Bitwise/DecimalToBinaryConversion.java
Bitwise,Bitwise properties,13,Bit difference,https://leetcode.com/problems/convert-a-number-to-hexadecimal/,./src/main/java/Bitwise/DecimalToBinaryConversion.java
Bitwise,Shifting,1,Print Xor of 1 to N and Range,https://practice.geeksforgeeks.org/problems/xor-of-a-given-range/1,./src/main/java/Bitwise/XOR_Range.java
Bitwise,Shifting,2,Bitwise AND of Numbers Range,https://leetcode.com/problems/bitwise-and-of-numbers-range/,./src/main/java/Bitwise/BitwiseANDRange.java
Bitwise,Shifting,3,Divide two integers without using multiplication division and mod operator,https://leetcode.com/problems/divide-two-integers/,./src/main/java/Bitwise/DecimalToBinaryConversion.java
Bitwise,Shifting,4,Square of no without using * / and pow(),https://www.geeksforgeeks.org/calculate-square-of-a-number-without-using-and-pow/,./src/main/java/Bitwise/DecimalToBinaryConversion.java
Bitwise,XOR problems,1,Maximum subset XOR,https://practice.geeksforgeeks.org/problems/maximum-subset-xor/1,./src/main/java/Bitwise/PowerSet.java
Bitwise,XOR problems,2,Single Number,https://leetcode.com/problems/single-number/,./src/main/java/Bitwise/SingleNumber_I.java
Bitwise,XOR problems,3,Single Number II,https://leetcode.com/problems/single-number-ii/,./src/main/java/Bitwise/SingleNumber_I.java
Bitwise,XOR problems,4,Single Number III,https://leetcode.com/problems/single-number-iii,./src/main/java/Bitwise/TwoUniqueNumbers.java
Bitwise,XOR problems,5,Swap 2 nos without using third variable,https://practice.geeksforgeeks.org/problems/swap-two-numbers3844/1,./src/main/java/Bitwise/Swap2Numbers.java
Bitwise,XOR problems,6,Missing Numbers,https://leetcode.com/problems/missing-number/,./src/main/java/Bitwise/MissingNumberXor.java
Bitwise,XOR problems,7,Subsets (power set),https://practice.geeksforgeeks.org/problems/power-set4302/1,./src/main/java/Bitwise/PowerSet.java
Bitwise,Conversions,1,Decimal to Binary,https://practice.geeksforgeeks.org/problems/decimal-to-binary-1587115620/1,./src/main/java/Bitwise/DecimalToBinaryConversion.java
Bitwise,Conversions,2,Binary to Decimal,https://practice.geeksforgeeks.org/problems/binary-number-to-decimal-number3525/1,./src/main/java/Bitwise/BinaryToDecimalConversion.java
Bitwise,Conversions,3,Convert a number to hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal/,./src/main/java/Bitwise/DecimalToBinaryConversion.java
Bitwise,Conversions,4,Add Binary,https://leetcode.com/problems/add-binary/,./src/main/java/Bitwise/AddBinary.java
Bitwise,Conversions,5,Sum of Two Integers,https://leetcode.com/problems/sum-of-two-integers/,./src/main/java/Bitwise/SumOfTwoIntegers.java
Math Arrays Cyclic Sort,Math,1,Plus One,https://leetcode.com/problems/plus-one/,./src/main/java/Arrays/PlusOne.java
Math Arrays Cyclic Sort,Math,2,Factorial Trailing Zeros,https://leetcode.com/problems/factorial-trailing-zeroes/,./src/main/java/Arrays/FactorialTrailingZeros.java
Math Arrays Cyclic Sort,Math,3,Max points on a line,https://leetcode.com/problems/max-points-on-a-line/,./src/main/java/Arrays/MaxPointsInALine.java
Math Arrays Cyclic Sort,Math,4,Fraction to recurring decimal,https://leetcode.com/problems/fraction-to-recurring-decimal/,./src/main/java/Arrays/FractionToRecurringDecimal.java
Math Arrays Cyclic Sort,Math,5,Logger Rate Limiter,https://prepfortech.in/interview-topics/hash-table/logger-rate-limiter-leet-code/,./src/main/java/Arrays/
Math Arrays Cyclic Sort,Math,6,Ugly Number - prime factors,https://leetcode.com/problems/ugly-number/,./src/main/java/Arrays/Primes.java
Math Arrays Cyclic Sort,Math,7,Count primes,https://leetcode.com/problems/count-primes/,./src/main/java/Arrays/Primes.java
Math Arrays Cyclic Sort,Math,8,GCD/LCM,https://leetcode.com/problems/logger-rate-limiter/,./src/main/java/Arrays/Primes.java
Math Arrays Cyclic Sort,Math,9,Pascals Triangle,https://leetcode.com/problems/pascals-triangle/,./src/main/java/Arrays/PascalsTriangle.java
Math Arrays Cyclic Sort,Math,10,Integer to Roman,https://leetcode.com/problems/integer-to-roman/,./src/main/java/Arrays/IntegerToRomanViceVersa.java
Math Arrays Cyclic Sort,Math,11,Roman To Integer,https://leetcode.com/problems/roman-to-integer/,./src/main/java/Arrays/IntegerToRomanViceVersa.java
Math Arrays Cyclic Sort,Math,12,Excel sheet column title,https://leetcode.com/problems/roman-to-integer/,./src/main/java/Arrays/ExcelSheet.java
Math Arrays Cyclic Sort,Math,13,Excel Sheet column number,https://leetcode.com/problems/roman-to-integer/,./src/main/java/Arrays/ExcelSheet.java
Math Arrays Cyclic Sort,Cyclic Sort,1,Missing Number,https://leetcode.com/problems/missing-number/,./src/main/java/CyclicSort/MissingNumber.java
Math Arrays Cyclic Sort,Cyclic Sort,2,Find all numbers disappeared in the array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/,./src/main/java/CyclicSort/FindAllMissingNumbersInArray.java
Math Arrays Cyclic Sort,Cyclic Sort,3,Find the duplicate number,https://leetcode.com/problems/find-the-duplicate-number/,./src/main/java/CyclicSort/FindTheDuplicateNumber.java
Math Arrays Cyclic Sort,Cyclic Sort,4,Find all duplicates in an array,https://leetcode.com/problems/find-all-duplicates-in-an-array/,./src/main/java/CyclicSort/FillAllDuplicatesInArray.java
Math Arrays Cyclic Sort,Cyclic Sort,5,Set mismatch,https://leetcode.com/problems/set-mismatch/,./src/main/java/CyclicSort/SetMismatch.java
Math Arrays Cyclic Sort,Cyclic Sort,6,First missing positive number,https://leetcode.com/problems/first-missing-positive/,./src/main/java/CyclicSort/FirstMissingPositive.java
Math Arrays Cyclic Sort,1D-Array,1,Palindrome Number,https://leetcode.com/problems/palindrome-number/,./src/main/java/Arrays/PalindromeNumber.java
Math Arrays Cyclic Sort,1D-Array,2,Longest Palindrome,https://leetcode.com/problems/longest-palindrome/,./src/main/java/Arrays/LongestPalindromeLength.java
Math Arrays Cyclic Sort,1D-Array,3,Longest Consecutive sequence,https://leetcode.com/problems/longest-consecutive-sequence/,./src/main/java/Arrays/LongestConsecutiveSequence.java
Math Arrays Cyclic Sort,1D-Array,4,Majority Element I & II,https://leetcode.com/problems/majority-element/,./src/main/java/Arrays/MajorityElement.java
Math Arrays Cyclic Sort,1D-Array,5,Max consecutive ones,https://leetcode.com/problems/max-consecutive-ones/,./src/main/java/TwoPointers/MaxConsecutiveOnes.java
Math Arrays Cyclic Sort,1D-Array,6,Product of Array except Self (PrefixSum),https://leetcode.com/problems/product-of-array-except-self/,./src/main/java/Arrays/ProductOfArrayExceptSelf.java
Math Arrays Cyclic Sort,1D-Array,7,Rotate Array,https://leetcode.com/problems/rotate-array/,./src/main/java/Arrays/RotateArray.java
Math Arrays Cyclic Sort,1D-Array,8,Check if array is rotated or not,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/,./src/main/java/Arrays/RotateArray.java
Math Arrays Cyclic Sort,1D-Array,9,Convert array into zigzag fashion,https://practice.geeksforgeeks.org/problems/convert-array-into-zig-zag-fashion1638/1,./src/main/java/Arrays/Zigzag.java
Math Arrays Cyclic Sort,1D-Array,10,Wiggle sort I & II,https://leetcode.com/problems/wiggle-sort-ii/,./src/main/java/Arrays/Zigzag.java
Math Arrays Cyclic Sort,1D-Array,11,Rearrange Array Alternately,https://practice.geeksforgeeks.org/problems/-rearrange-array-alternately-1587115620/1,./src/main/java/Arrays/Zigzag.java
Math Arrays Cyclic Sort,1D-Array,12,Element with left side smaller and right side greater,https://practice.geeksforgeeks.org/problems/unsorted-array4925/1,./src/main/java/Arrays/Zigzag.java
Math Arrays Cyclic Sort,Matrix 2D,1,Rotate Image,https://leetcode.com/problems/rotate-image/,./src/main/java/Arrays/RotateImage.java
Math Arrays Cyclic Sort,Matrix 2D,2,Set Matrix to Zero,https://leetcode.com/problems/set-matrix-zeroes/,./src/main/java/Arrays/SetMatrixToZeros.java
Math Arrays Cyclic Sort,Matrix 2D,3,Spiral Matrix I & II,https://leetcode.com/problems/spiral-matrix/,./src/main/java/Arrays/SpiralMatrix.java
Math Arrays Cyclic Sort,Matrix 2D,4,Game of Life,https://leetcode.com/problems/game-of-life/,./src/main/java/Arrays/GameOfLife.java
Strings,Common string problems,1,Valid Anagram,https://leetcode.com/problems/valid-anagram/,./src/main/java/Strings/ValidAnagram.java
Strings,Common string problems,2,Group Anagrams,https://leetcode.com/problems/group-anagrams/,./src/main/java/Strings/
Strings,Common string problems,3,Valid Palindrome,https://leetcode.com/problems/valid-palindrome/,./src/main/java/Strings/ValidPalindrome.java
Strings,Common string problems,4,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii/,./src/main/java/Strings/ValidPalindromeII.java
Strings,Common string problems,5,Isomorphic Strings,https://leetcode.com/problems/isomorphic-strings/,./src/main/java/Strings/Isomorphic.java
Strings,Common string problems,6,Ransom Note,https://leetcode.com/problems/ransom-note/,./src/main/java/Strings/RansomNote.java
Strings,Common string problems,7,Count and Say,https://leetcode.com/problems/count-and-say/,./src/main/java/Strings/CountAndSay.java
Strings,Common string problems,8,Encode & Decode Strings,https://leetcode.com/problems/encode-and-decode-strings/,./src/main/java/Strings/EncodeAndDecodeStrings.java
Strings,Common string problems,9,String Compression,https://leetcode.com/problems/string-compression,./src/main/java/Strings/TextJustification.java
Strings,Common string problems,10,Zig Zag conversion,https://leetcode.com/problems/zigzag-conversion/,./src/main/java/Strings/ZigZagConversion.java
Strings,Common string problems,11,Length of Last Word,https://leetcode.com/problems/length-of-last-word/,./src/main/java/Strings/LengthOfLastWord.java
Strings,Common string problems,12,Reverse words in a string,https://leetcode.com/problems/reverse-words-in-a-string/,./src/main/java/Strings/ReverseWordsInAString.java
Strings,KMP Pattern matching,1,Find the index of the first occurrence in a string (atoI - kmp),https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/,./src/main/java/Strings/AtoIKMP.java
Strings,KMP Pattern matching,2,Longest common prefix,https://leetcode.com/problems/longest-common-prefix/,./src/main/java/Strings/LongestCommonPrefix.java
Strings,KMP Pattern matching,3,Text Justification,https://leetcode.com/problems/text-justification/,./src/main/java/Strings/TextJustification.java
Strings,Other problems,1,Minimum insertion steps to make a string palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,./src/main/java/Strings/MinInsertions.java
Strings,Other problems,2,Longest palindromic substring,https://leetcode.com/problems/longest-palindromic-substring,./src/main/java/Strings/LongestPalindromicSubstring.java
Strings,Other problems,3,Compare version numbers,https://leetcode.com/problems/compare-version-numbers/,./src/main/java/Strings/CompareVersionNumbers.java
Strings,Other problems,4,Validate IP Address,https://leetcode.com/problems/validate-ip-address,./src/main/java/Strings/ValidateIPAddress.java
Strings,Other problems,5,Kids with greatest number of candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,./src/main/java/Strings/TextJustification.java
